price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
130000,70,-34.616431,-58.500434,Monte Castro
95000,71,,,Barracas
183000,64,-34.579968,-58.432235,Palermo
125000,45,-34.59892086,-58.44582546,Villa Crespo
162000,45,-34.5636498,-58.4653792,Coghlan
96000,53,-34.610826,-58.384776,Monserrat
109000,50,-34.5361079,-58.4671889,Nuñez
122000,60,-34.6187943,-58.3874589,San Cristobal
120000,52,-34.60613,-58.4741353,Paternal
126800,49,-34.5720808,-58.4825026,Villa Urquiza
89000,42,-34.570884,-58.488694,Villa Urquiza
97000,43,,,
190729,67,-34.589548,-58.4193856,Palermo
95000,38,-34.6014275,-58.4163254,Almagro
118000,62,-34.6206226,-58.3684327,San Telmo
98000,40,-34.6285441,-58.3599534,Boca
130000,73,-34.6210893,-58.418407,Boedo
130000,42,-34.58326699,-58.44450155,Colegiales
177000,80,-34.584164,-58.422439,Palermo
225000,54,-34.5813995,-58.4493192,Colegiales
245000,98,-34.6035545,-58.41810366,Abasto
94000,55,-34.6033089,-58.3971897,Once
152000,46,-34.5708449,-58.440518,Belgrano
196000,55,-34.5546708,-58.4673571,Nuñez
142000,53,-34.56146757,-58.46747065,Belgrano
120000,67,-34.6264359,-58.3767255,San Telmo
141780,52,-34.5958969,-58.4715637,Paternal
185000,79,-34.633333,-58.466667,Flores
105000,38,-34.566505,-58.450619,Belgrano
100924.45,32,-34.570884,-58.4886936,Villa Urquiza
279000,90,-34.58930504,-58.40922205,Barrio Norte
104999,62,-34.608668,-58.521697,Villa Devoto
76000,32,-34.6000876,-58.4195682,Almagro
115000,32,-34.582036,-58.451877,Colegiales
90000,31,-34.601351,-58.396668,Balvanera
125000,46,-34.557199,-58.480847,Saavedra
84448.12,42,-34.6321116,-58.3703982,Barracas
155000,75,-34.5907572,-58.4354142,Palermo
130000,60,-34.6207377,-58.4669447,Flores
143000,40,-34.5938779,-58.429594,Palermo
89035,38,-34.5688712,-58.4884216,Villa Urquiza
153979.85,56,-34.6264374,-58.4598574,Flores
70000,33,-34.60751283,-58.44421337,Caballito
249900,76,-34.5605921,-58.44395019,Belgrano
124267,47,-34.58423,-58.4787009,Parque Chas
115079,49,-34.6244303,-58.3741828,San Telmo
120000,49,-34.5957547,-58.3960642,
236132,83,-34.572721,-58.483565,Villa Urquiza
92800,49,-34.6162229,-58.4184465,Almagro
84000,35,-34.584399,-58.425724,Palermo
160000,76,-34.59629545,-58.43855101,Villa Crespo
110000,53,-34.6109202,-58.416863,Almagro
98000,31,,,Palermo
83500,37,-34.61335,-58.38465,Centro / Microcentro
130000,57,-34.5741034,-58.4419019,Palermo
110760,42,-34.544171,-58.478875,Saavedra
145000,55,-34.5986211,-58.3714222,Centro / Microcentro
84000,46,-34.6031799,-58.394565,Balvanera
133000,75,-34.6073418,-58.3907693,Balvanera
147000,50,-34.573917,-58.489945,Villa Urquiza
93653,45,-34.593335,-58.442214,Villa Crespo
70000,31,-34.57758806,-58.49637524,Villa Urquiza
115000,59,-34.61174,-58.431977,Caballito
285000,88,-34.589809,-58.4463145,Chacarita
150000,52,-34.55366295,-58.45553307,Nuñez
96000,47,-34.61114092,-58.39481503,Congreso
205000,76,-34.55982,-58.481434,Nuñez
92107,31,-34.60144875,-58.39712529,Barrio Norte
142000,69,-34.5986461,-58.39644,Barrio Norte
78800,41,,,Villa Crespo
210000,65,-34.5915663,-58.5068965,Villa Devoto
98500,68,-34.609502,-58.411796,Balvanera
85000,59,-34.63003,-58.481137,Floresta
69000,37,-34.61321,-58.405661,Balvanera
90000,38,-34.573525,-58.442896,Palermo
117000,42,-34.5548123,-58.4396756,Belgrano
170000,67,-34.5818364,-58.4512878,Colegiales
154112,42,-34.544171,-58.478875,Saavedra
86000,43,-34.60171,-58.406754,Almagro
175000,42,-34.5829764,-58.4208597,Palermo
95000,50,-34.609508,-58.51432,Villa Devoto
95000,65,,,Congreso
190000,81,-34.5929249,-58.4031336,Barrio Norte
165000,79,-34.56537,-58.440363,Belgrano
85000,37,-34.5611709,-58.4658404,Coghlan
95000,52,-34.6140891,-58.4113361,Balvanera
98000,37,-34.577044,-58.447738,Colegiales
260000,75,-34.575922,-58.436826,Palermo
215100,63,,,Belgrano
88000,32,-34.588209,-58.430014,Palermo
90000,54,-34.61727379,-58.41540846,Almagro
118000,36,-34.57010657,-58.47624815,Villa Urquiza
154000,51,-34.6130232,-58.4403397,Caballito
233200,78,-34.597769,-58.42644,Villa Crespo
245000,81,-34.5930858,-58.4047026,Barrio Norte
191134,71,-34.54179,-58.476815,Nuñez
114000,38,-34.61601,-58.411101,Balvanera
205095,54,-34.6153103,-58.3619834,Puerto Madero
123000,65,-34.6476061,-58.4983902,Mataderos
208000,72,-34.5898226,-58.4176726,Palermo
190000,100,-34.6088594,-58.4697774,Villa General Mitre
220000,100,-34.6268136,-58.3742088,San Telmo
140000,45,-34.6212444,-58.4203257,Boedo
66458,35,-34.6177722,-58.406557,San Cristobal
199000,97,-34.621696,-58.409414,San Cristobal
97000,55,-34.616489,-58.418777,Almagro
88000,38,-34.6186575,-58.4011917,San Cristobal
160000,54,-34.5537706,-58.4555007,Belgrano
279000,91,-34.5700969,-58.4323015,Las Cañitas
165000,62,-34.59793,-58.3882455,Tribunales
99000,37,-34.5991142,-58.3945029,Barrio Norte
85000,63,-34.6132199,-58.4249296,Almagro
120029.46,43,-34.6132024,-58.4330886,Caballito
100000,31,-34.60371374,-58.38158089,Palermo
280000,50,-34.5875191,-58.4090566,Palermo
130000,46,-34.620318,-58.377252,San Telmo
73600,31,-34.6227163,-58.3915063,San Cristobal
325000,61,-34.6148839,-58.363056,Puerto Madero
79400,38,-34.561036,-58.465955,Belgrano
85000,40,-34.6096454,-58.4186777,Almagro
330000,69,-34.5806183,-58.442037,Palermo
125000,48,-34.5495458,-58.4541288,Nuñez
119000,54,-34.6095979,-58.4189946,Balvanera
71899,34,-34.593335,-58.442214,Villa Crespo
88060,34,-34.6063416,-58.4464868,Caballito
70000,37,-34.599477,-58.430738,Villa Crespo
85000,50,-34.6110666,-58.4871486,Villa Santa Rita
95000,50,-34.617048,-58.460831,Flores
285000,70,-34.5746052,-58.437618,Palermo
135000,72,-34.619789,-58.375994,San Telmo
112781.45,50,-34.6177615,-58.383662,Balvanera
72900,38,-34.629398,-58.39985,Parque Patricios
230000,90,-34.5900642,-58.3919863,Barrio Norte
124000,46,-34.5391519,-58.4648529,Nuñez
130000,57,-34.546659,-58.479767,Saavedra
96189,32,-34.572721,-58.483565,Villa Urquiza
190000,91,,,Floresta
86000,49,-34.60672,-58.42761,Almagro
135000,47,-34.5925561,-58.4309181,Palermo
81500,73,-34.58625,-58.504783,Villa Pueyrredón
110940,39,-34.5981394,-58.486145,Villa del Parque
111359,47,-34.6244303,-58.3741828,San Telmo
140000,55,-34.586138,-58.438585,Palermo
125000,40,-34.606967,-58.5157689,Villa Devoto
84000,36,-34.6133619,-58.38541,Monserrat
127000,49,-34.620698,-58.4284928,Caballito
79500,37,-34.60706977,-58.4445574,Caballito
90000,60,-34.6127235,-58.3927514,Balvanera
105000,59,-34.6189485,-58.5069368,Monte Castro
134827.61,46,-34.620556,-58.371667,San Telmo
98000,44,-34.620043,-58.462678,Flores
130000,66,-34.6148053,-58.4769393,Villa del Parque
220000,86,-34.576864,-58.448797,Colegiales
86400,50,-34.617975,-58.460451,Flores
90000,33,-34.609251,-58.431375,Caballito
99000,65,-34.61901,-58.377319,San Telmo
220000,64,-34.5716908,-58.4774177,Villa Urquiza
87000,35,-34.596662,-58.407247,Recoleta
82000,49,-34.63400281,-58.52917071,Versalles
105000,38,-34.6121231,-58.3672281,Belgrano
226063,83,-34.572721,-58.483565,Villa Urquiza
108000,51,-34.638122,-58.363254,Boca
83000,56,-34.605735,-58.404241,Balvanera
67000,33,-34.6233306,-58.461768,Caballito
75500,32,-34.63133936,-58.37391969,Barracas
90000,60,-34.5976889,-58.3795044,San Nicolás
120000,39,-34.5861553,-58.4300609,Palermo
115000,63,-34.5966566,-58.4381344,Villa Crespo
91500,44,-34.639048,-58.521131,Liniers
132000,47,-34.559446,-58.468637,Belgrano
145000,60,-34.554374,-58.46323,Nuñez
130000,42,-34.5553119,-58.4405232,Belgrano
114000,67,-34.58751,-58.510665,Villa Devoto
59815.05,37,-34.5888889,-58.4305556,Palermo
220000,86,-34.63295,-58.373844,Barracas
94900,52,-34.623868,-58.369812,San Telmo
189000,53,-34.578237,-58.433597,Palermo
170000,72,-34.577857,-58.495352,Villa Urquiza
125000,71,-34.6118917,-58.3970302,Congreso
107000,42,-34.592068,-58.4334936,Palermo
203000,44,-34.6113922,-58.373383,Monserrat
75000,34,-34.599055,-58.478508,Agronomía
70000,31,-34.60339976,-58.39840885,Once
100000,52,-34.637834,-58.503098,Villa Luro
80000,64,-34.632076,-58.3630584,Boca
395000,58,-34.607036,-58.3667729,Puerto Madero
85000,60,-34.6378706,-58.3602495,Balvanera
90000,44,-34.6174473,-58.3752695,San Telmo
71359.98,32,-34.5677019,-58.4863498,Villa Urquiza
99300,46,-34.6195076,-58.4780504,Flores
129000,59,-34.6107644,-58.4289207,Almagro
122000,36,-34.5804014,-58.44185508,Palermo
98000,51,-34.6246107,-58.4513613,Caballito
245000,94,-34.5898479,-58.4074028,Palermo
215000,88,-34.5968099,-58.44194675,Villa Crespo
135000,95,-34.6313504,-58.487992,Floresta
97000,50,-34.5560058,-58.4779032,Coghlan
155000,46,-34.5512502,-58.4523873,Nuñez
181721.32,64,-34.55146042,-58.46772964,Nuñez
135000,61,-34.629394,-58.506856,Monte Castro
65000,56,-34.6535155,-58.5229925,Liniers
92500,43,-34.6381014,-58.4319068,Parque Chacabuco
149000,63,-34.568528,-58.472028,Villa Urquiza
225000,70,-34.5859727,-58.4148281,Recoleta
109000,62,-34.6050004,-58.4591789,Paternal
105300,36,-34.62818,-58.429483,Caballito
125000,51,-34.633449,-58.36955,Boca
135500,43,-34.553811,-58.453759,Belgrano
95000,34,-34.6031267,-58.4410494,Villa Crespo
94000,35,-34.5715462,-58.4832391,Villa Urquiza
82000,73,-34.6316459,-58.3629581,Boca
95300.1,33,,,Boedo
150000,60,-34.567026,-58.438361,Palermo
176000,60,-34.610635,-58.443855,Caballito
70000,33,-34.62435557,-58.40807098,San Cristobal
108000,36,-34.5972185,-58.3918557,Barrio Norte
185000,63,-34.56023814,-58.44365595,Belgrano
191000,47,-34.5495227,-58.4692294,Nuñez
179000,65,-34.549461,-58.471556,Nuñez
90000,43,-34.5830691,-58.4481004,Palermo
180000,79,-34.5620246,-58.4580944,Belgrano
129000,55,,,
145000,50,-34.6306674,-58.4534846,Caballito
88000,46,-34.5786879,-58.4573579,Belgrano
276500,90,-34.595346,-58.441408,Villa Crespo
94905.48,42,-34.6235,-58.40418022,San Cristobal
183300,61,-34.57190039,-58.47449392,Villa Urquiza
78100,35,-34.5933706,-58.4422322,Villa Crespo
146000,67,-34.58751,-58.510665,Villa Devoto
125000,60,-34.5843603,-58.453461,Chacarita
76184,34,-34.593335,-58.442214,Villa Crespo
80000,35,-34.5758276,-58.4951948,Villa Urquiza
84500,42,-34.60615,-58.379495,San Nicolás
93000,37,-34.5663095,-58.4703235,Belgrano
93975,31,-34.595916,-58.408314,Recoleta
127000,48,-34.560245,-58.44525,Belgrano
105925.77,42,-34.6173646,-58.4620706,Caballito
125000,70,-34.6414216,-58.5276695,Liniers
104000,33,-34.5783349,-58.4235097,Palermo
118000,36,-34.5493342,-58.4543951,Nuñez
148847,58,-34.6125496,-58.4329772,Almagro
144000,70,-34.6234204,-58.4122482,Boedo
149000,42,-34.5729256,-58.4799238,Villa Urquiza
73000,42,-34.6312846,-58.4679579,Flores
75000,35,-34.583376,-58.4729872,Villa Urquiza
135000,70,-34.60276387,-58.43318982,Almagro
146000,68,,,Nuñez
110000,70,-34.623632,-58.378348,San Telmo
78476.25,32,-34.620556,-58.371667,San Telmo
101808,35,-34.6148483,-58.4604643,Caballito
105000,43,-34.5989732,-58.4290863,Villa Crespo
137000,42,-34.607026,-58.442438,Caballito
80000,37,,,Floresta
90123.38,44,-34.637261,-58.36907,Barracas
165000,86,-34.637834,-58.503098,Villa Luro
127000,56,-34.632917,-58.370265,Barracas
100200,47,-34.55649584,-58.48901186,Villa Urquiza
115000,48,-34.57423682,-58.47255246,Coghlan
120000,70,-34.60467433,-58.40198041,Centro / Microcentro
270000,77,-34.562086,-58.448357,Belgrano
75000,34,-34.5936671,-58.4452762,Chacarita
88657.38,35,-34.6288528,-58.46779353,Flores
69000,35,-34.62132489,-58.37413788,San Telmo
85000,42,-34.598987,-58.376997,Centro / Microcentro
165000,69,-34.596431,-58.379939,Retiro
99800,44,-34.578829,-58.479238,Villa Urquiza
135000,78,-34.62254655,-58.46143266,Flores
184000,99,-34.5970139,-58.43412794,Villa Crespo
84000,31,-34.6303559,-58.45163353,Caballito
159000,63,-34.56271205,-58.45764649,Belgrano
95000,50,-34.6251184,-58.3767435,San Telmo
60000,57,-34.66270682,-58.47044751,Parque Avellaneda
110000,48,-34.5942724,-58.4949974,Villa del Parque
75000,31,-34.6168109,-58.4258977,Almagro
99000,61,-34.60625437,-58.40281831,Balvanera
115000,70,-34.6371937,-58.4391081,Caballito
230000,90,-34.6304352,-58.4265762,Boedo
84500,44,-34.623511,-58.509718,Villa Devoto
92000,39,-34.60201819,-58.43124467,Almagro
75600,42,-34.623749,-58.502625,Villa Luro
109000,53,-34.6036554,-58.4167791,Almagro
205000,79,-34.571477,-58.4813,Villa Urquiza
93500,36,-34.6031267,-58.4410494,Villa Crespo
159900,65,-34.588209,-58.420379,Palermo
154500,65,-34.59475,-58.4398737,Villa Crespo
118000,33,-34.5572395,-58.4649269,Belgrano
197000,69,-34.5804119,-58.4295334,Palermo
80000,35,-34.605789,-58.419346,Almagro
177000,55,-34.6150122,-58.4421941,Caballito
83000,37,-34.6130871,-58.3813599,Monserrat
85000,35,-34.599703,-58.407118,Abasto
131500,50,-34.598107,-58.410285,Palermo
130000,45,-34.628105,-58.4372342,Caballito
95000,60,-34.6256063,-58.4535639,Caballito
118000,46,-34.605963,-58.429451,Caballito
148000,56,-34.5608635,-58.4618463,Belgrano
116479.68,49,-34.606182,-58.430659,Caballito
138000,50,-34.5538375,-58.4403684,Belgrano
74900,68,-34.625153,-58.38359,Constitución
150000,60,-34.64140413,-58.37071434,Barracas
155000,50,-34.5537438,-58.4367477,Belgrano
136000,45,-34.5978249,-58.4164389,Palermo
175000,45,-34.55199731,-58.45873026,Nuñez
190000,72,-34.56148068,-58.46420917,Villa Urquiza
68000,46,-34.643274,-58.373569,Barracas
120000,37,-34.5677584,-58.4751802,Belgrano
85000,38,-34.6116423,-58.4465187,Caballito
92000,35,-34.5572395,-58.4649269,Belgrano
110000,80,-34.6331221,-58.3610542,Boca
138500,78,-34.587874,-58.439841,Palermo
74676,34,-34.593335,-58.442214,Villa Crespo
62000,57,-34.648355,-58.456364,Flores
135000,55,-34.613259,-58.441166,Caballito
82000,43,,,
235000,88,-34.578705,-58.489044,Villa Urquiza
240000,86,-34.594393,-58.3976095,Barrio Norte
190000,50,-34.5782365,-58.4234705,Palermo
149500,95,-34.6025109,-58.4291235,Villa Crespo
73000,37,-34.6045835,-58.374937,Congreso
96000,34,-34.5609681,-58.4758459,Coghlan
165000,85,-34.5975665,-58.4410115,Villa Crespo
160000,86,-34.6206092,-58.4608419,Flores
91200,34,-34.5824698,-58.4232882,Palermo
89000,37,-34.6210349,-58.4175258,Almagro
93000,42,-34.6035293,-58.4426917,Villa Crespo
110000,43,-34.6072245,-58.4299827,Almagro
79000,57,-34.623395,-58.483639,Villa del Parque
140000,70,-34.5843603,-58.453461,Chacarita
84900,65,-34.6296861,-58.4663085,Flores
390000,88,-34.6134686,-58.3624207,Puerto Madero
145000,55,-34.5838899,-58.446205,Colegiales
89000,42,-34.5868243,-58.4709285,Villa Ortuzar
85000,33,-34.59908197,-58.42194108,Almagro
185000,79,-34.62433823,-58.45842919,Flores
135000,50,-34.59422009,-58.40348869,Barrio Norte
99900,46,-34.595311,-58.441558,Villa Crespo
272000,86,-34.5909274,-58.394947,Recoleta
275000,90,-34.579447,-58.440635,Palermo
170000,88,-34.636891,-58.488803,Floresta
144693.05,56,-34.6264374,-58.4598574,Flores
159500,65,-34.5961309,-58.4388536,Villa Crespo
149000,70,-34.5976786,-58.4430195,Villa Crespo
80000,47,-34.616328,-58.391476,Congreso
74500,38,-34.5632157,-58.4749849,Coghlan
125000,46,-34.5991285,-58.4449945,Villa Crespo
183000,87,-34.6140311,-58.4248489,Almagro
169500,77,-34.6299244,-58.4098381,Parque Patricios
132000,53,-34.579164,-58.429177,Palermo
65000,34,-34.616027,-58.387466,Constitución
47972.65,34,-34.6444745,-58.4959441,Villa Luro
89000,50,-34.617634,-58.418534,Almagro
112000,55,-34.631813,-58.461385,Flores
309000,86,-34.54437636,-58.45911523,Nuñez
76661.01,31,-34.620556,-58.371667,San Telmo
180000,75,-34.5650308,-58.4641786,Belgrano
175000,70,-34.59720969,-58.39751152,Barrio Norte
114000,33,-34.56580159,-58.43736943,Las Cañitas
109472,37,-34.564511,-58.464647,Belgrano
129000,40,-34.5953532,-58.4361049,Villa Crespo
115000,78,-34.6166811,-58.3869394,Balvanera
115000,40,-34.583705,-58.433254,Palermo
75000,32,-34.6005215,-58.386201,Tribunales
130000,90,-34.6492032,-58.5101665,Liniers
145000,51,-34.6120151,-58.3982749,Congreso
185000,75,-34.5979106,-58.405999,Recoleta
122000,60,-34.6244262,-58.3973636,San Cristobal
120000,55,-34.5551536,-58.4811299,Saavedra
250000,80,-34.5492098,-58.4622706,Nuñez
85330.88,32,-34.5518,-58.490947,Saavedra
260000,94,-34.59450102,-58.39705187,Recoleta
175000,81,-34.5925,-58.403827,Recoleta
176000,74,-34.62421,-58.443412,Caballito
87000,42,-34.6572422,-58.5029706,Mataderos
320000,87,-34.5862396,-58.387691,Recoleta
120000,69,-34.6260802,-58.4624526,Flores
93000,31,-34.565648,-58.489172,Villa Urquiza
241900,70,-34.5529126,-58.4575992,Nuñez
240000,70,-34.5597901,-58.4600378,Belgrano
90000,50,-34.6455229,-58.465639,Almagro
143000,44,-34.607026,-58.442438,Caballito
138000,36,-34.564942,-58.451742,Belgrano
115000,57,-34.5832446,-58.4557785,Chacarita
158356,98,-34.631255,-58.370463,Barracas
150000,80,-34.6044772,-58.4066461,Once
190000,61,-34.5711476,-58.4808834,Villa Urquiza
350000,100,-34.555317,-58.4571433,Belgrano
75000,42,-34.604524,-58.399445,Once
159000,67,-34.5796587,-58.4766458,Villa Urquiza
175000,76,-34.6174533,-58.4378953,Caballito
119000,51,-34.58938297,-58.51138933,Villa Pueyrredón
210000,56,-34.5814909,-58.4483922,Palermo
79800,37,-34.615974,-58.438168,Flores
176000,80,-34.6268056,-58.4604629,Flores
97500,34,-34.6031267,-58.4410494,Villa Crespo
75000,37,-34.599627,-58.430716,Villa Crespo
85000,41,-34.5719528,-58.4744428,Belgrano
160000,64,-34.6135374,-58.3875606,Congreso
185000,37,-34.5762386,-58.4199784,Palermo
92200,46,-34.6195076,-58.4780504,Flores
165000,63,-34.597836,-58.430271,Villa Crespo
167000,87,-34.62106,-58.377957,San Telmo
151800,69,-34.6239658,-58.3656092,Parque Patricios
149900,69,-34.595587,-58.439307,Villa Crespo
155000,80,-34.6117395,-58.4739117,Paternal
85000,42,-34.6030745,-58.45283639,Villa Crespo
81900,34,-34.60746,-58.43891555,Parque Centenario
240000,91,-34.60371374,-58.38158089,Barrio Norte
80000,64,-34.626128,-58.377914,San Telmo
105000,57,-34.60675751,-58.48782286,Villa del Parque
85000,52,,,
102500,35,-34.5915564,-58.4178288,Palermo
115000,46,-34.579282,-58.48918,Villa Urquiza
148000,69,-34.5998659,-58.4489357,Villa Crespo
359950,75,-34.55952051,-58.44511386,Belgrano
85000,36,-34.6022218,-58.3989723,Balvanera
95000,35,-34.591568,-58.4135803,Palermo
151000,54,-34.583374,-58.494235,Villa Pueyrredón
74000,44,-34.5985436,-58.5013981,Villa Devoto
300000,76,-34.5897591,-58.3938115,Barrio Norte
65000,36,-34.621749,-58.384373,Monserrat
185000,56,-34.5787149,-58.4339876,Palermo
250000,97,-34.60015,-58.39287,Recoleta
239000,80,-34.5575196,-58.4741215,Belgrano
180000,63,-34.5446865,-58.4659096,Belgrano
92000,52,-34.627876,-58.494816,Velez Sarsfield
148000,64,-34.5961219,-58.4255006,Villa Crespo
150000,85,-34.6120655,-58.4057337,Balvanera
72000,31,-34.6182787,-58.5005212,Villa Devoto
128000,47,-34.610376,-58.443425,Caballito
136000,58,-34.5611136,-58.4575457,Belgrano
120000,47,-34.620698,-58.4284928,Caballito
220000,72,-34.5502714,-58.4531919,Belgrano
166000,66,-34.556652,-58.456717,Belgrano
330000,90,-34.5883642,-58.3900662,Recoleta
92500,55,-34.6451582,-58.4907929,Parque Avellaneda
112000,36,-34.596812,-58.413727,Palermo
180000,37,-34.62123518,-58.36106885,Puerto Madero
102921,46,-34.5904622,-58.370987,Paternal
135000,56,-34.61380074,-58.39242212,Congreso
99306,36,-34.572721,-58.483565,Villa Urquiza
190000,87,-34.5921362,-58.4118019,Palermo
340000,70,-34.5600767,-58.4463618,Belgrano
86900,38,-34.599762,-58.42598,Palermo
92000,59,-34.600837,-58.401234,Once
145000,52,-34.5475074,-58.4842066,Saavedra
120637.7,42,-34.6176481,-58.4619167,Caballito
125000,68,-34.6262815,-58.4538101,Flores
149000,58,-34.5620844,-58.4566864,Belgrano
173000,83,-34.600186,-58.468359,Paternal
156000,70,-34.609251,-58.431375,Caballito
110207,34,-34.5671066,-58.4723916,Villa Urquiza
143000,53,-34.5515084,-58.4647326,Nuñez
125000,47,-34.5900264,-58.3939516,Recoleta
93392.78,42,-34.62207756,-58.40409595,Almagro
145000,69,-34.5998773,-58.4813819,Villa del Parque
165000,60,-34.597982,-58.426876,Almagro
60000,31,,,
145000,50,-34.6405283,-58.5294588,Villa Luro
168500,46,-34.5562882,-58.4614498,Coghlan
139500,70,-34.6025627,-58.4419902,Parque Centenario
155000,76,-34.61209745,-58.42388876,Almagro
120000,45,-34.5982067,-58.4220727,Palermo
70000,40,-34.6094846,-58.4186866,Almagro
70000,50,-34.607709,-58.392334,Congreso
93000,48,-34.546881,-58.478594,Saavedra
115400,34,,,Almagro
195000,47,-34.5680671,-58.4334097,Las Cañitas
95000,53,-34.6130871,-58.3813599,Monserrat
175000,51,-34.5706156,-58.4314047,Palermo
320000,58,-34.5535295,-58.4495668,Belgrano
214073,82,-34.612287,-58.422895,Almagro
138000,66,-34.601017,-58.4313746,Villa Crespo
77500,48,-34.644418,-58.484017,Parque Avellaneda
189500,55,-34.56365,-58.4653795,Belgrano
148000,63,-34.546659,-58.479767,Saavedra
193000,55,-34.5546708,-58.4673571,Nuñez
130000,43,-34.551423,-58.470333,Nuñez
165000,86,-34.637834,-58.503098,Villa Luro
138159,57,-34.6235515,-58.3740817,San Telmo
157000,60,-34.597982,-58.426876,Almagro
105000,49,-34.6545286,-58.47527343,San Cristobal
352000,70,-34.6169685,-58.3617114,Puerto Madero
